   1.0132435e+00  -1.0000000e+00
  -2.8868204e-01  -1.0000000e+00
  -1.5069020e+00  -1.0000000e+00
  -4.7812163e+00  -1.0000000e+00
  -6.4562273e+00  -1.0000000e+00
  -4.9633649e+00  -1.0000000e+00
  -3.9548884e+00  -1.0000000e+00
  -4.3599881e+00  -1.0000000e+00
  -3.6246809e+00  -1.0000000e+00
  -4.9384367e+00  -1.0000000e+00
  -3.0950898e+00   1.0000000e+00
  -7.2065080e-01   1.0000000e+00
   2.7143335e+00   1.0000000e+00
   5.4894974e+00  -1.0000000e+00
   2.5797411e+00  -1.0000000e+00
  -1.3295164e+00  -1.0000000e+00
  -3.9890284e+00   1.0000000e+00
  -2.4582657e+00   1.0000000e+00
   1.3059113e+00   1.0000000e+00
   3.7059353e+00  -1.0000000e+00
   2.5552106e+00   1.0000000e+00
   2.6518608e+00   1.0000000e+00
   1.8166975e+00  -1.0000000e+00
   1.9229698e+00  -1.0000000e+00
  -2.6178748e+00  -1.0000000e+00
  -4.6309304e+00   1.0000000e+00
  -3.4982218e+00  -1.0000000e+00
  -4.0205812e+00  -1.0000000e+00
  -3.0803953e+00   1.0000000e+00
  -4.1443576e-01   1.0000000e+00
   2.2335761e+00  -1.0000000e+00
   3.3003784e+00   1.0000000e+00
   1.8729247e+00  -1.0000000e+00
   9.7213583e-01   1.0000000e+00
  -2.9631107e-01  -1.0000000e+00
  -2.0777002e+00  -1.0000000e+00
  -1.6357126e+00  -1.0000000e+00
  -2.7622290e+00   1.0000000e+00
  -3.0513027e+00  -1.0000000e+00
  -1.4055141e+00  -1.0000000e+00
  -1.7619295e+00  -1.0000000e+00
  -3.1068839e+00  -1.0000000e+00
  -4.3264571e+00   1.0000000e+00
  -1.7088718e+00  -1.0000000e+00
   3.9977512e-01   1.0000000e+00
   6.2466068e-01  -1.0000000e+00
   1.6816625e+00   1.0000000e+00
   1.2277367e+00   1.0000000e+00
   2.7730286e+00   1.0000000e+00
   2.5924525e+00  -1.0000000e+00
   1.9317510e+00  -1.0000000e+00
  -2.9117277e+00  -1.0000000e+00
  -2.0297843e+00  -1.0000000e+00
  -4.2409609e+00   1.0000000e+00
  -2.2692423e+00  -1.0000000e+00
  -1.9381303e-01   1.0000000e+00
   1.1921142e+00   1.0000000e+00
   1.1701809e+00  -1.0000000e+00
   8.1470360e-01   1.0000000e+00
   7.3967811e-01  -1.0000000e+00
   5.2178146e-01   1.0000000e+00
   5.5180188e-01  -1.0000000e+00
  -1.9762225e-01   1.0000000e+00
   1.8997695e+00   1.0000000e+00
   4.0824257e+00   1.0000000e+00
   5.7162389e+00   1.0000000e+00
   5.0904495e+00   1.0000000e+00
   2.4417942e+00  -1.0000000e+00
  -1.3973887e+00   1.0000000e+00
  -1.6193214e+00  -1.0000000e+00
  -2.6648686e-01  -1.0000000e+00
  -1.6144126e+00  -1.0000000e+00
  -3.1697479e+00  -1.0000000e+00
  -4.2802463e+00  -1.0000000e+00
  -3.2204976e+00  -1.0000000e+00
  -2.8940455e+00  -1.0000000e+00
  -4.0114449e+00  -1.0000000e+00
  -3.8493767e+00   1.0000000e+00
  -5.9174196e-01  -1.0000000e+00
  -6.8999308e-01   1.0000000e+00
  -2.6509075e+00  -1.0000000e+00
   2.8662808e-01   1.0000000e+00
  -1.7585998e+00  -1.0000000e+00
   4.4793462e-02   1.0000000e+00
   1.1967966e+00  -1.0000000e+00
   5.4889150e-01   1.0000000e+00
   8.1156122e-02  -1.0000000e+00
   4.5709926e-01  -1.0000000e+00
  -2.4356535e-01  -1.0000000e+00
  -2.4588529e+00  -1.0000000e+00
  -4.0958864e+00   1.0000000e+00
  -3.2728447e+00  -1.0000000e+00
  -9.4075265e-01   1.0000000e+00
   8.8526253e-01   1.0000000e+00
   3.4202292e-01   1.0000000e+00
   3.4980059e+00   1.0000000e+00
   5.3809110e+00  -1.0000000e+00
   2.7936725e+00  -1.0000000e+00
  -7.8822870e-01  -1.0000000e+00
  -4.3807475e+00   1.0000000e+00
  -3.5344428e+00  -1.0000000e+00
  -2.2348864e+00   1.0000000e+00
   2.4848884e-01   1.0000000e+00
   1.5170277e+00  -1.0000000e+00
   2.4228531e+00   1.0000000e+00
   2.5289380e+00   1.0000000e+00
   1.8083448e+00   1.0000000e+00
   2.9443456e+00  -1.0000000e+00
   1.4497301e+00  -1.0000000e+00
  -2.4339495e-01   1.0000000e+00
  -1.0363989e+00   1.0000000e+00
   1.1332365e+00  -1.0000000e+00
  -8.2159867e-01   1.0000000e+00
   4.3218778e-01  -1.0000000e+00
  -9.9504938e-01  -1.0000000e+00
  -1.6382447e+00   1.0000000e+00
  -1.6500567e+00  -1.0000000e+00
  -3.1625029e-01   1.0000000e+00
  -3.4029650e-01  -1.0000000e+00
   1.1577036e-02  -1.0000000e+00
  -1.2351063e+00   1.0000000e+00
  -1.2109623e+00   1.0000000e+00
   2.6475214e+00  -1.0000000e+00
   2.9127893e+00  -1.0000000e+00
  -1.2728498e+00  -1.0000000e+00
  -5.8196030e+00  -1.0000000e+00
  -7.9090192e+00   1.0000000e+00
  -4.3601706e+00  -1.0000000e+00
  -2.7802021e+00   1.0000000e+00
